,User-ID,ISBN,Book-Rating
551033,132173,0345435648,8
551034,132173,0345440064,8
551039,132173,0373079613,7
551040,132173,0373240880,7
551042,132173,0373270976,8
551043,132173,0373483503,7
551044,132173,0373483880,9
551045,132173,0373483899,9
551046,132173,0373483902,8
551047,132173,0373484232,9
551048,132173,0345452062,8
551050,132173,0440117437,7
551059,132173,0515133973,7
551064,132173,0385336667,7
551065,132173,0385504268,9
551071,132173,0425135020,8
551075,132173,0399141383,8
551089,132173,0440241162,7
551091,132173,0440901588,9
551098,132173,0446602345,7
551102,132173,0451188489,5
551111,132173,0515118907,7
551120,132173,0553265741,8
551122,132173,0385336195,7
551127,132173,055357924X,8
551128,132173,0553581716,6
551141,132173,0786889624,7
551145,132173,0345463404,9
551150,132173,1400060494,7
551151,132173,1551660504,8
551152,132173,1551660598,8
551169,132188,0060177888,5
551175,132188,0425090787,8
551179,132188,0671528203,6
551184,132188,0316153990,7
551185,132188,0449212661,9
551186,132188,0451198387,7
551193,132188,0553277243,7
551196,132188,0684810387,8
551198,132188,0671868713,8
551201,132188,0688170528,10
551202,132188,0786866845,9
551207,132199,0312199430,8
551213,132199,0373243790,5
551217,132199,0385498799,7
551222,132199,0446364193,9
551237,132199,0743436822,6
551241,132199,0786889616,4
551244,132199,0312857691,8
551252,132199,1573229326,2
551253,132199,1573222038,7
551269,132203,0349113920,7
551271,132203,0375400516,8
551276,132203,0312150601,8
551351,132275,0060958324,8
551359,132282,0375504397,9
551364,132282,0399133143,8
551367,132282,0451178599,9
551368,132282,0670851086,10
551369,132282,0451196716,9
551372,132282,0670835382,10
551374,132282,0452279615,10
551376,132282,0684835983,6
551378,132282,0743235150,10
551381,132282,0786868716,7
551386,132282,1880418568,10
551389,132290,0688173896,7
551390,132290,0345329821,10
551392,132290,0451170113,10
551397,132290,0609804138,10
551398,132290,060980619X,8
551467,132357,0451408683,7
551470,132357,0609800140,9
551477,132357,1573226106,7
551493,132371,0385319207,5
551506,132371,0688116752,10
551544,132373,0743451414,9
551554,132374,0375503641,4
551556,132374,0425162443,5
551557,132374,0440234859,6
551565,132375,0060934417,8
551577,132375,0316781142,5
551580,132375,0345378482,6
551581,132375,0804119120,10
551583,132375,0871136791,7
551584,132375,0380711524,10
551590,132375,0385337639,10
551596,132375,0395083567,10
551600,132375,039914465X,10
551601,132375,0399147020,10
551602,132375,0440220440,10
551606,132375,0446350109,5
551607,132375,0446360856,10
551609,132375,0446513067,10
551612,132375,0446605484,10
551613,132375,0316693235,10
551615,132375,0449003795,10
551617,132375,0449907481,10
551618,132375,0451148029,10
551619,132375,0451191706,10
551620,132375,0451197038,10
551629,132375,0671756443,10
551634,132375,0679745203,10
551636,132375,0684852683,6
551640,132375,0743456866,10
551642,132375,0743411439,10
551646,132375,0767902513,10
551647,132375,0385484518,10
551650,132375,0805063889,10
551656,132375,0971880107,5
551658,132375,1400033349,8
551659,132375,1551664348,7
551661,132375,1551668912,10
551675,132382,0062512021,6
551676,132382,0312291639,10
551677,132382,080505104X,7
551684,132382,0425171493,6
551692,132382,0684848961,7
551707,132392,0060931418,7
551710,132392,0345333853,9
551711,132392,0679444815,7
551712,132392,0345445724,7
551713,132392,0804119120,6
551714,132392,0679432477,7
551715,132392,0553280325,8
551716,132392,076790592X,7
551719,132392,0452282829,6
551720,132392,0553574019,9
551722,132392,0671021001,8
551723,132392,067173685X,7
551752,132425,0375703438,8
551754,132425,039592720X,9
551757,132425,0743203305,9
551831,132492,0152050167,10
551832,132492,0971880107,1
551840,132492,3257227809,10
551842,132492,3257229909,10
551843,132492,3257231008,10
551846,132492,3257233396,10
551848,132492,3257233116,8
551902,132492,3522128001,10
551993,132500,3404139178,10
552000,132500,3404148576,6
552061,132500,3453212045,8
552091,132522,0198117477,10
552099,132522,0140707344,10
552319,132572,0446602620,6
552322,132572,0345381432,5
552323,132572,0671023616,5
552324,132572,0385474016,7
552329,132572,0345418778,9
552330,132572,055329024X,5
552332,132572,0684841185,8
552333,132572,0671028383,8
552359,132582,0140274154,8
552364,132582,0553801430,8
552405,132616,0446605581,8
552406,132616,0446608653,8
552409,132616,0446516317,7
552410,132616,0684834723,10
552421,132624,0679444815,5
552422,132624,0345420438,5
552424,132624,044023512X,5
552425,132624,0446676101,5
552486,132663,006254862X,5
552503,132663,067151699X,7
552514,132663,0440505003,9
552524,132663,0451205367,10
552527,132663,0451165209,10
552544,132663,0553574582,9
552554,132663,0671541854,7
552594,132663,0937611018,9
552615,132663,0399142789,10
552622,132663,1878424319,9
552637,132684,0345327861,9
552640,132684,0440180295,8
552644,132684,0515132489,10
552645,132684,0553377876,8
552647,132684,0553380958,10
552648,132684,0671640127,8
552649,132684,0684800713,10
552659,132687,0671250671,9
552671,132687,1878424319,8
552694,132716,0679430946,8
552698,132716,0515110973,7
552700,132716,0449242773,5
552701,132716,0449235998,6
552706,132716,0743262174,8
552770,132786,0060976977,8
552771,132786,0312147015,8
552773,132786,0345435168,4
552774,132786,0380816547,7
552776,132786,0399143130,8
552781,132786,0609610597,3
552788,132786,1400060737,10
552858,132836,038072118X,7
552860,132836,015668568X,10
552864,132836,0316037451,10
552868,132836,0345423038,10
552874,132836,0380721643,10
552882,132836,0394753518,9
552883,132836,039480029X,10
552886,132836,042510107X,9
552895,132836,0515129941,10
552897,132836,0515134384,10
552899,132836,0804120021,9
552900,132836,0440505828,10
552906,132836,0451205561,9
552910,132836,0515107867,10
552913,132836,0399146652,10
552937,132836,0679721037,10
552940,132836,0679756450,7
552941,132836,0425147622,9
552947,132836,0743260244,10
552958,132836,0811825558,9
552967,132836,0836211499,10
552984,132836,0894808249,9
553053,132846,0380763990,10
553056,132846,0425152545,10
553057,132846,042518630X,10
553059,132846,0385315023,10
553073,132851,0140296298,8
553076,132851,0345450663,8
553081,132851,0399138250,5
553084,132851,0441444253,5
553085,132851,0449235998,8
553087,132851,0553295276,5
553093,132851,0590554085,5
553094,132851,0590554093,5
553111,132851,0671721380,5
553112,132851,0671760513,8
553114,132851,0671798316,8
553117,132851,0679889175,5
553120,132851,074343434X,8
553128,132851,1558532161,8
553174,132901,0765347539,10
553177,132901,0515133876,8
553178,132901,043935806X,8
553179,132901,0515134481,8
553180,132901,0451457811,6
553182,132901,0553262580,5
553192,132909,0061000280,5
553193,132909,0061092606,7
553194,132909,0061097853,7
553195,132909,0688160042,8
553198,132909,0345285980,8
553200,132909,0345384911,7
553201,132909,0345434250,6
553203,132909,0441003257,9
553204,132909,0441007147,8
553207,132909,0515126098,8
553208,132909,0553291955,6
553209,132909,0345391810,8
553241,132930,0061097314,9
553250,132930,0330392611,7
553253,132930,0375705856,7
553254,132930,037570910X,8
553255,132930,0684863472,6
553260,132930,0449003981,9
553262,132930,0452261368,9
553266,132930,0374270325,8
553273,132930,0060977493,6
553274,132930,0679436448,9
553275,132930,0684829924,7
553276,132930,0684862719,7
553280,132930,0743203631,8
553282,132930,0804115761,9
553290,132930,1841952753,9
553333,132981,0060921145,9
553337,132981,0345434773,9
553339,132981,0385313632,6
553340,132981,0349111863,4
553381,133034,0140189645,7
553391,133037,0064400557,9
553392,133037,0064405842,9
553400,133037,0553581279,8
553403,133037,0765341174,9
553417,133041,0345425707,8
553418,133041,0375507507,10
553424,133041,0786868716,10
553425,133041,0786881852,10
553426,133041,0399141146,10
553470,133123,0060931671,8
553474,133123,0486270556,8
553475,133123,0553294385,3
553501,133166,050552113X,10
553502,133166,0505523302,8
553503,133166,0505523752,8
553504,133166,0446353914,8
553509,133166,0441000916,7
553510,133166,0441003745,6
553511,133166,0441304834,7
553513,133166,0515136263,4
553514,133166,0399149848,10
553538,133192,0140046569,10
553547,133192,0349109435,6
553605,133225,0062508113,10
553606,133225,0140441654,7
553611,133225,0743417682,9
553613,133225,0786880708,10
553645,133246,0743224574,6
553648,133246,1400077826,6
553654,133258,0061097314,7
553656,133258,0380802325,5
553658,133258,0312195516,8
553659,133258,0312978383,8
553661,133258,0316788228,8
553662,133258,0316789844,8
553667,133258,0671016652,6
553688,133272,0345308239,5
553689,133272,0380709589,5
553693,133272,0590483501,5
553716,133284,0312983654,9
553720,133284,0345386132,8
553722,133284,0345417062,5
553723,133284,0375708278,7
553726,133284,0380797399,6
553731,133284,0399143947,6
553736,133284,0316666009,4
553740,133284,067086191X,3
553744,133284,0425125467,8
553748,133284,0395353009,9
553751,133284,0553580515,8
553753,133284,0671016768,6
553759,133284,0679772677,8
553762,133284,0804108528,5
553790,133296,0312979983,10
553791,133296,0312984820,9
553792,133296,0312984839,9
553793,133296,0312993536,8
553802,133296,0804119538,8
553848,133296,0446606189,9
553849,133296,0316693286,8
553853,133296,0451180429,7
553858,133296,0425181685,10
553860,133296,0441000916,10
553861,133296,0515134457,10
553862,133296,0441003745,10
553863,133296,0441005241,10
553864,133296,0441001971,10
553865,133296,0441304834,10
553866,133296,0515134503,10
553867,133296,0441004520,10
553868,133296,0441002935,10
553869,133296,039914840X,7
553874,133296,0553578243,4
553880,133296,0553801430,7
553892,133296,0671007610,10
553894,133296,0671007696,10
553895,133296,0684864843,4
553896,133296,0671039830,10
553897,133296,0671039903,10
553898,133296,067103992X,10
553899,133296,0671039970,10
553902,133296,0671534718,10
553903,133296,0671534726,10
553904,133296,0671534734,10
553905,133296,0671534742,10
553908,133296,0671642561,10
553909,133296,067164257X,10
553910,133296,0671443283,10
553912,133296,0671729438,10
553913,133296,0671670689,10
553914,133296,0671695126,10
553915,133296,0671695142,10
553916,133296,0671695169,10
553919,133296,0671729446,10
553920,133296,0671729454,10
553921,133296,0671468200,10
553922,133296,0671829777,10
553923,133296,0671670662,10
553925,133296,0671743074,9
553926,133296,0671759345,10
553927,133296,0671759361,10
553928,133296,0671873199,10
553929,133296,0671873202,10
553930,133296,0671873210,10
553933,133296,0743417682,7
553936,133296,0345433254,10
553937,133296,0553379615,10
553939,133296,0671014218,8
553972,133296,1551668912,6
554080,133416,0340786051,8
554093,133416,0399150897,5
554096,133416,0684195984,8
554100,133416,0399145087,8
554103,133416,0385306024,7
554106,133416,0385332963,4
554107,133416,0385333064,7
554108,133416,0446601543,5
554115,133416,0451162188,6
554122,133416,0515101230,7
554124,133416,0399143335,7
554131,133416,0553569910,7
554134,133416,0553576798,9
554138,133416,0553578693,9
554139,133416,0553106163,8
554141,133416,0553581554,7
554142,133416,0553584510,9
554143,133416,0684841177,9
554144,133416,0684841185,7
554148,133416,0684859718,5
554151,133416,0671553046,7
554155,133416,0671868691,8
554156,133416,0684195305,9
554182,133417,0609603086,6
554183,133417,0552145807,6
554206,133417,3499224615,9
554207,133417,3499224623,9
554229,133418,0345353145,8
554230,133418,0345360338,10
554231,133418,0425120279,10
554232,133418,0425104338,5
554241,133418,0345417623,8
554250,133424,0345311396,8
554251,133424,0440214041,9
554252,133424,044022165X,9
554351,133557,0399141464,9
554352,133557,0399149155,7
554353,133557,0446364193,9
554354,133557,0399146725,4
554355,133557,0553280341,9
554356,133557,0440110653,9
554707,133567,3518380796,9
554784,133569,0061092606,7
554789,133569,0804108447,6
554800,133571,0064430170,8
554804,133571,014230218X,7
554807,133571,0151006725,8
554809,133571,0552996181,7
554810,133571,0312199430,7
554819,133571,0345300742,7
554824,133571,0345318854,7
554826,133571,0394498216,8
554830,133571,0345419081,8
554833,133571,0345360001,7
554850,133571,0375709150,7
554854,133571,0380014300,7
554856,133571,0743410653,8
554857,133571,0380757494,8
554859,133571,0380759489,7
554865,133571,0385314698,7
554877,133571,0515118249,5
554878,133571,0804114986,8
554889,133571,0425166139,7
554894,133571,0440180295,8
554895,133571,0312961324,8
554897,133571,0440210690,8
554904,133571,0441569595,7
554934,133571,051512298X,8
554937,133571,0140230165,3
554942,133571,0553262505,8
554948,133571,055356921X,7
554958,133571,067091021X,7
554966,133571,0440195934,6
554969,133571,0671872664,7
554972,133571,0671898841,7
554976,133571,0679463070,7
554980,133571,0684831546,7
554981,133571,068484611X,7
554992,133571,0804101515,7
554999,133571,0812516214,9
555005,133571,0812534832,6
555016,133571,0886774616,8
555053,133654,0452282977,7
555054,133654,068487217X,8
555102,133682,0553582941,6
555115,133682,0425109720,5
555126,133682,0385416342,5
555138,133682,0451132343,5
555139,133682,0688046606,4
555171,133689,0060085452,9
555174,133689,0061020842,8
555193,133689,0316788228,3
555194,133689,0316168815,6
555224,133689,0373825021,7
555226,133689,0373825048,7
555227,133689,0373825056,7
555228,133689,0373825064,9
555231,133689,0373825099,7
555248,133689,0440241413,8
555250,133689,076790592X,10
555257,133689,0425188809,10
555258,133689,0425091805,8
555260,133689,0671552228,8
555261,133689,0425129608,8
555266,133689,0425158594,3
555279,133689,0440200563,8
555281,133689,0385296495,2
555283,133689,0385297661,6
555290,133689,0385306024,5
555304,133689,0446525537,8
555305,133689,0446610542,10
555321,133689,0670220264,8
555327,133689,0451178599,10
555350,133689,055308576X,8
555357,133689,0312042779,9
555364,133689,0451184963,10
555368,133689,0671028022,6
555373,133689,0671523686,10
555378,133689,0671743058,8
555381,133689,0679746048,8
555385,133689,0743466527,8
555389,133689,0767907817,8
555398,133689,0812580346,9
555400,133689,0842332286,9
555401,133689,0842332308,8
555405,133689,0849942845,8
555415,133689,1565122798,8
555429,133706,0345412214,9
555430,133706,0375502548,9
555431,133706,0380718340,8
555434,133706,0385498799,8
555437,133706,0425192733,7
555439,133706,0684195984,7
555440,133706,0399141464,7
555441,133706,0399142851,7
555442,133706,0399143947,8
555443,133706,039914465X,6
555444,133706,0399145087,7
555445,133706,0399146253,7
555447,133706,0385416342,8
555450,133706,0385424728,8
555451,133706,0385472951,7
555454,133706,0446605484,8
555455,133706,0151006261,5
555456,133706,0316666009,8
555461,133706,0452281881,8
555468,133706,0718143043,7
555493,133738,0140390693,8
555518,133738,0451526562,8
555519,133738,0399147128,8
555539,133744,0440330076,8
555541,133744,0671003755,6
555543,133744,0399146431,8
555544,133744,0932379516,7
555580,133747,0060393203,6
555605,133747,0140143505,9
555610,133747,0140179836,8
555613,133747,0140233903,8
555632,133747,014034893X,9
555642,133747,0670892084,7
555644,133747,014130636X,4
555674,133747,0312291639,5
555690,133747,0316748641,8
555704,133747,0671695886,8
555711,133747,0345392825,7
555723,133747,0373250118,7
555727,133747,0374100128,8
555738,133747,0375414053,5
555747,133747,0375706410,7
555750,133747,0375713751,6
555757,133747,0375507507,9
555764,133747,0380712520,8
555784,133747,0440241413,7
555792,133747,0385720211,7
555801,133747,0393319504,8
555804,133747,0393308804,8
555822,133747,0804106304,8
555829,133747,1573226122,7
555831,133747,0425114236,7
555832,133747,0394572343,8
555849,133747,0440416795,8
555853,133747,0440212723,7
555854,133747,0440942500,7
555873,133747,0449221490,6
555895,133747,0451628039,8
555896,133747,0452260116,8
555914,133747,0515120863,7
555927,133747,0553211161,8
555928,133747,0553211587,8
555936,133747,0553257382,5
555938,133747,0553262505,6
555948,133747,0553569074,8
555972,133747,0609807900,8
555982,133747,0684832291,5
555984,133747,0671496107,7
556000,133747,0671884271,8
556022,133747,0679736395,9
556027,133747,0679738347,8
556030,133747,0679742115,8
556039,133747,0151001006,8
556050,133747,068480154X,9
556060,133747,0684856220,7
556098,133747,0767905180,6
556099,133747,0767905199,3
556117,133747,080410526X,8
556119,133747,0804108749,8
556122,133747,0679410325,8
556126,133747,0805063897,7
556133,133747,0811828964,6
556148,133747,0375700757,8
556174,133747,0934211477,7
556203,133747,1573225789,7
556207,133747,1573221937,5
556267,133786,0440226430,8
556268,133786,0385416342,9
556270,133786,038542471X,8
556274,133786,0671872001,7
556283,133790,0871136791,5
556284,133790,0765349671,9
556286,133790,074322423X,5
556287,133790,0743203631,4
556372,133868,0373153260,8
556575,133868,1551669501,10
556609,133905,0060928336,7
556611,133905,0316601950,8
556613,133905,0375507493,8
556618,133905,0151731527,10
556620,133905,0375501517,8
556621,133905,0786868716,7
556625,133905,1885211155,7
556725,133935,0061020702,7
556727,133935,0451203933,6
556729,133935,0446602620,6
556733,133935,0345350804,8
556735,133935,0345348109,8
556736,133935,0345428811,5
556740,133935,0440224675,5
556742,133935,0399133453,7
556750,133935,0515134511,7
556759,133935,0451149513,8
556766,133935,0679735771,8
556769,133935,0743444043,7
556770,133935,0767908481,7
556809,133957,0375701427,9
556819,133957,0060977493,10
556824,133958,0670691992,7
556830,133958,0884046818,8
556889,134005,0060517794,9
556890,134005,0679457313,8
556896,134005,031242227X,6
556897,134005,0316601950,8
556898,134005,0345342569,8
556899,134005,0345344464,9
556904,134005,0385334923,8
556910,134005,0451524551,9
556916,134005,0671021001,8
556929,134029,0380789949,5
556930,134029,0451210158,9
556931,134029,0515121843,8
556932,134029,051512317X,10
556933,134029,0515124214,10
556934,134029,0515136263,10
556935,134029,0553584510,9
556938,134031,0152050167,9
556939,134031,0446610100,6
556975,134076,0671704656,6
556999,134118,0020532105,8
557023,134118,038542471X,8
557032,134118,0671003682,8
557036,134118,0671894455,7
557051,134118,0812521374,6
557070,134120,0373484224,8
557073,134120,0425116417,7
557077,134120,0399143165,7
557078,134120,042517736X,10
557086,134120,0553801430,8
557088,134120,0020198906,8
557110,134137,067187263X,10
557114,134137,0517595338,10
557117,134137,0684803968,10
557127,134137,0062554468,10
557195,134225,0345333853,10
557208,134225,0060174900,7
557210,134225,0679735909,10
557217,134225,0743245520,5
557218,134225,0786867906,10
557261,134247,0061013315,8
557325,134247,0440225442,8
557326,134247,0440220459,9
557331,134247,0440225450,9
557335,134247,038533558X,9
557338,134247,0385503822,8
557354,134247,0688150896,8
557356,134247,0316152196,5
557364,134247,0446525804,8
557365,134247,0446612510,7
557444,134264,0375800387,5
557453,134264,0449002411,7
557463,134264,0553581279,6
557466,134264,0151001006,8
557485,134278,0140481389,8
557489,134278,0765349671,10
557533,134294,0525945938,9
557538,134294,0671648152,7
557540,134294,067164257X,10
557545,134294,0671891081,7
557551,134302,0385335830,8
557556,134302,0689843372,5
557557,134302,074342851X,9
557558,134302,1573229628,8
557566,134311,0312986343,10
557569,134311,0385472943,9
557570,134311,038550120X,9
557571,134311,0385503822,9
557573,134311,0451190491,10
557576,134311,0451190556,10
557580,134311,0743227441,10
557581,134311,0140126562,9
557582,134311,037540256X,9
557583,134311,1573229571,10
557614,134347,0393310396,8
557618,134347,0441478123,10
557620,134347,0446610771,10
557622,134347,0451149513,9
557623,134347,0385199570,8
557625,134347,0525947647,10
557626,134347,0553262505,9
557627,134347,0553273310,9
557630,134347,0671520032,8
557699,134403,0684801523,9
557700,134403,0060938455,9
557705,134403,0440403278,8
557707,134403,0553211668,8
557708,134403,0679441247,7
557709,134403,0394572300,8
557710,134403,0679736042,8
557735,134434,0003300277,7
557740,134434,0140042598,6
557741,134434,0140154078,8
557742,134434,0140178139,7
557744,134434,1573226882,7
557752,134434,0679450041,8
557754,134434,0374129983,8
557756,134434,0316769509,6
557759,134434,034536676X,7
557766,134434,0385501560,8
557767,134434,0393314804,7
557771,134434,038542471X,5
557772,134434,0385472943,6
557773,134434,038529929X,8
557774,134434,038550120X,6
557775,134434,0446532231,7
557777,134434,0452272785,7
557778,134434,014027927X,3
557781,134434,0553574019,6
557782,134434,0374270325,7
557784,134434,0679720227,7
557785,134434,0679723161,8
557786,134434,0679735771,7
557787,134434,0679742298,8
557790,134434,0679745688,7
557792,134434,0671543296,6
557794,134434,0684859335,7
557803,134434,0802132952,6
557804,134434,0802140122,8
557809,134434,0812532570,6
557818,134434,1573229326,7
557820,134434,1573228583,8
557821,134434,1573229571,9
557825,134434,2070360024,7
557826,134434,2070419878,8
557850,134434,8433969978,8
557852,134434,8445071416,7
557857,134434,8466303316,8
557858,134434,846630679X,8
557859,134434,8478886451,7
557860,134434,8478884955,7
557866,134434,8495501090,5
557876,134434,9871138148,6
557898,134467,0312265840,8
557900,134467,0380805421,5
557905,134467,0812522826,8
557926,134483,006273024X,7
557932,134483,0156787334,8
557941,134483,0385503954,6
557945,134483,0452260116,8
557950,134483,0571198775,9
557952,134483,067091021X,8
557959,134483,068483376X,6
557961,134483,0684871483,8
557966,134483,0380792648,6
557976,134483,1559360615,9
557979,134483,1573229326,7
558001,134508,0312263120,8
558002,134508,042517736X,7
558004,134508,0553284363,9
558005,134508,0553287346,9
558006,134508,0553295608,5
558007,134508,0553561278,9
558008,134508,0553566040,9
558009,134508,0553572512,9
558010,134508,0553102346,9
558013,134508,0553801279,9
558014,134508,0743486226,9
558105,134529,006098726X,7
558107,134529,0142001325,8
558111,134529,043935806X,10
558127,134556,0060932767,8
558129,134556,0060951303,10
558131,134556,0156013924,10
558133,134556,038070613X,9
558135,134556,0380781042,8
558138,134556,0765349671,8
558139,134556,042507160X,8
558140,134556,0441172695,8
558141,134556,0441104029,8
558142,134556,0425080021,8
558143,134556,0425062333,8
558144,134556,0441328008,8
558169,134556,8408039369,10
558174,134556,8420483532,5
558180,134556,8425337690,8
558187,134556,8445071416,10
558191,134556,8477204055,10
558193,134556,8478884459,10
558194,134556,8478886451,10
558195,134556,8478884955,10
558202,134556,950491036X,10
558251,134596,0345452534,8
558258,134596,0061008737,8
558262,134596,0671034677,9
558301,134621,2070417948,8
558311,134621,2226135022,7
558340,134621,2290311782,8
558368,134630,0679444815,8
558369,134630,038081093X,8
558370,134630,0399144714,9
558371,134630,0446522597,7
558373,134630,0553284118,7
558394,134641,0380726262,4
558399,134641,0425144372,8
558404,134641,0446523089,5
558428,134663,0140620869,10
558458,134684,0671023616,8
558460,134684,0684195984,8
558461,134684,0399142282,8
558462,134684,0399143947,9
558464,134684,0399146253,9
558465,134684,0385324057,6
558466,134684,0446679593,7
558469,134684,0767907809,8
558480,134694,0061093084,10
558484,134694,0312970234,5
558511,134705,0393051838,8
558534,134732,0385502761,8
558535,134732,0393315606,9
558536,134732,0451197747,8
558565,134761,0425124347,7
558570,134761,0446600466,7
558571,134761,0316666009,8
558572,134761,0316693235,8
558573,134761,0449144763,5
558578,134761,0670851086,5
558580,134761,0553801341,10
558581,134761,0671004530,8
558592,134776,0373834691,7
558611,134784,0060915153,5
558616,134784,0316346624,9
558620,134784,0446612626,8
558621,134784,0375701214,8
558632,134784,0451188462,9
558644,134784,0684862719,8
558662,134797,0060002050,8
558674,134797,0312252617,4
558675,134797,0316780812,9
558677,134797,0446615145,10
558678,134797,0316168815,10
558680,134797,0316601950,8
558694,134797,0373834365,6
558695,134797,0373834691,4
558703,134797,038076654X,10
558719,134797,0385416342,9
558720,134797,0385319568,7
558724,134797,0385334036,9
558726,134797,0440237300,3
558728,134797,0441338518,7
558733,134797,0446691798,5
558734,134797,0446606189,8
558738,134797,0316602051,10
558743,134797,0449149676,10
558750,134797,0451207947,8
558752,134797,0525946969,9
558767,134797,0553563521,10
558770,134797,0553573225,9
558774,134797,055358099X,9
558775,134797,0553582658,8
558776,134797,0385336306,9
558778,134797,0553584049,9
558781,134797,0671014188,4
558782,134797,0671028383,8
558784,134797,0671040588,4
558798,134797,0743204700,10
558805,134797,0743456173,5
558808,134797,074324642X,10
558817,134797,0812544420,9
558821,134797,082177512X,10
558822,134797,0842321934,5
558824,134797,0842329137,10
558828,134797,1551667215,7
558829,134797,1551666537,6
558831,134797,1551666901,8
558832,134797,1551667002,7
558833,134797,1551667193,6
558835,134797,1551668912,9
558836,134797,0316969680,7
558841,134797,1551669293,8
558866,134833,0061099015,9
558867,134833,0140096930,7
558868,134833,0553273701,7
558870,134833,1931543380,10
558887,134835,0684852217,8
558935,134837,0140292683,5
558942,134837,0140430423,5
558965,134837,0140390197,6
558966,134837,0140430229,10
558974,134837,0140186476,8
558979,134837,0140014845,6
559004,134837,0385319673,8
559006,134837,0446364495,7
559008,134837,0316154059,9
559041,134837,068487217X,5
559069,134837,0399135782,6
559086,134837,0891075275,9
559087,134837,0553212443,8
559088,134837,0916441822,6
559093,134837,1573228583,5
559163,134863,0451204301,8
559164,134863,0399147128,9
559165,134863,0553353896,6
559167,134863,0671004530,8
559172,134863,1878424114,7
559317,134884,006016848X,8
559324,134884,0446601640,10
559360,134886,0425080021,8
559395,134900,0060177888,9
559396,134900,0316788228,5
559397,134900,0553109588,5
559398,134900,0515103454,7
559403,134900,0618526412,9
559407,134900,0671003755,7
559454,134948,067151699X,2
559466,134948,0515090654,5
559467,134948,0515123471,8
559468,134948,0451203771,5
559544,134986,0670894494,7
559545,134986,0375758992,9
559546,134986,038572179X,10
559548,134986,0743411323,8
559566,134999,039914787X,9
559570,134999,0842329137,9
559581,135006,055309503X,4
559612,135043,0312978367,10
559613,135043,0312989385,10
559614,135043,0316603570,10
559615,135043,0425170349,8
559617,135043,0399145885,10
559618,135043,0515132136,10
559619,135043,0425185710,10
559622,135043,0451204530,10
559624,135043,0553580388,10
559625,135043,0553563521,10
559626,135043,0671024094,10
559627,135043,0345417623,10
559629,135043,0345404785,10
559630,135043,0671000306,10
559631,135043,0684835983,9
559641,135045,0060928336,9
559716,135045,0312185863,9
559719,135045,0312203039,9
559725,135045,0316168688,9
559735,135045,0345282132,9
559736,135045,0345349342,8
559742,135045,0345335511,10
559756,135045,0345360001,9
559763,135045,0553582909,7
559778,135045,0345435338,8
559799,135045,0375422307,8
559829,135045,0380978415,8
559844,135045,0679430946,8
559863,135045,0425188809,9
559866,135045,0425092178,7
559868,135045,0425121259,8
559870,135045,0425124347,9
559872,135045,0399135790,8
559879,135045,0425153975,7
559891,135045,0385319673,8
559892,135045,0385416342,8
559902,135045,0385315236,9
559903,135045,0440224624,8
559921,135045,044651974X,9
559973,135045,0451188454,8
559977,135045,0451207246,6
559987,135045,0451451600,8
559992,135045,0440193613,7
560031,135045,0553569783,7
560071,135045,0671741039,9
560102,135045,1853260177,8
560104,135045,0740704818,10
560168,135045,0399142401,8
560193,135045,1550223968,9
560204,135045,1558599177,8
560231,135061,0345377648,5
560261,135064,055357910X,6
560340,135129,0345326342,6
560342,135129,0671551337,8
560351,135141,0061000035,5
560352,135141,0440984696,8
560353,135141,042518904X,5
560354,135141,0385424728,7
560356,135141,0553284789,8
560366,135149,0060002492,9
560369,135149,0060083298,7
560376,135149,0743446291,8
560378,135149,0060508302,8
560381,135149,0060976845,7
560382,135149,0060007192,8
560384,135149,0060740450,8
560393,135149,0060392827,7
560414,135149,0061011738,8
560423,135149,0061031321,7
560432,135149,0061052477,9
560456,135149,0061097861,9
560458,135149,0060194448,8
560466,135149,0590406191,10
560469,135149,0064407667,8
560470,135149,0060283130,9
560471,135149,0064407683,8
560472,135149,0064407691,7
560473,135149,0064408639,6
560474,135149,0064408647,7
560488,135149,0140195831,7
560490,135149,0747525722,3
560496,135149,0140434151,9
560507,135149,0156028778,5
560509,135149,0151002630,2
560549,135149,0312971125,7
560551,135149,0312971362,7
560568,135149,031298328X,8
560579,135149,0316781266,7
560580,135149,0316782262,8
560592,135149,0345318862,7
560608,135149,0345368959,8
560612,135149,0345374568,7
560618,135149,0679433015,7
560620,135149,0345394267,7
560625,135149,0679457143,8
560627,135149,0679444815,8
560631,135149,0345409574,8
560635,135149,0345428196,7
560639,135149,0345435796,5
560640,135149,0345436911,8
560642,135149,0345440056,7
560644,135149,0609607375,7
560916,135149,0373218192,8
560964,135149,0373250193,6
561095,135149,0345466632,10
561096,135149,0375406182,6
561102,135149,0375760911,8
561103,135149,0375826688,8
561105,135149,0380400480,7
561109,135149,0380703882,7
561110,135149,0380709244,8
561111,135149,0743477154,8
561116,135149,0380718367,9
561132,135149,0380752999,4
561149,135149,038079960X,9
561154,135149,0380807149,6
561155,135149,038080719X,7
561162,135149,0380814390,7
561189,135149,0440236673,7
561196,135149,0394551907,8
561199,135149,0394900014,10
561200,135149,0394800133,10
561201,135149,0394800168,9
561202,135149,0394800184,9
561203,135149,0394800206,9
561204,135149,039480029X,10
561205,135149,0394800389,10
561206,135149,0394800796,10
561208,135149,0394809378,9
561209,135149,039480967X,9
561219,135149,0394842553,10
561227,135149,0394800028,10
